pin,district,state
689101,PATHANAMTHITTA,KERALA
637408,NAMAKKAL,TAMIL NADU
795128,CHURACHANDPUR,MANIPUR
474008,GWALIOR,MADHYA PRADESH
263150,UDAM SINGH NAGAR,UTTARAKHAND
560056,BENGALURU URBAN,KARNATAKA
670511,KANNUR,KERALA
388150,ANAND,GUJARAT
700150,24 PARAGANAS SOUTH,WEST BENGAL
441105,NAGPUR,MAHARASHTRA
394270,SURAT,GUJARAT
591317,BELAGAVI,KARNATAKA
670327,KANNUR,KERALA
629201,KANNIYAKUMARI,TAMIL NADU
517551,CHITTOOR,ANDHRA PRADESH
713404,PURBA BARDHAMAN,WEST BENGAL
363030,SURENDRANAGAR,GUJARAT
767022,BALANGIR,ODISHA
560081,BENGALURU URBAN,KARNATAKA
400704,RAIGAD,MAHARASHTRA
173205,SOLAN,HIMACHAL PRADESH
182147,DODA,JAMMU AND KASHMIR
190021,Budgam,JAMMU AND KASHMIR
384465,MAHESANA,GUJARAT
518007,KURNOOL,ANDHRA PRADESH
577453,SHIVAMOGGA,KARNATAKA
201011,GHAZIABAD,UTTAR PRADESH
396325,NAVSARI,GUJARAT
518380,KURNOOL,ANDHRA PRADESH
605302,VILLUPURAM,TAMIL NADU
312205,CHITTORGARH,RAJASTHAN
600044,CHENGALPATTU,TAMIL NADU
136134,KURUKSHETRA,HARYANA
626005,VIRUDHUNAGAR,TAMIL NADU
695038,THIRUVANANTHAPURAM,KERALA
333025,JHUNJHUNU,RAJASTHAN
396406,NAVSARI,GUJARAT
532263,SRIKAKULAM,ANDHRA PRADESH
721150,MEDINIPUR WEST,WEST BENGAL
176501,KANGRA,HIMACHAL PRADESH
416003,KOLHAPUR,MAHARASHTRA
713407,PURBA BARDHAMAN,WEST BENGAL
670018,KANNUR,KERALA
759015,DHENKANAL,ODISHA
802301,BHOJPUR,BIHAR
843312,MUZAFFARPUR,BIHAR
127032,BHIWANI,HARYANA
391330,VADODARA,GUJARAT
175014,MANDI,HIMACHAL PRADESH
416112,KOLHAPUR,MAHARASHTRA
766026,KALAHANDI,ODISHA
786171,TINSUKIA,ASSAM
142044,FIROZEPUR,PUNJAB
581359,UTTARA KANNADA,KARNATAKA
394660,TAPI,GUJARAT
212405,PRAYAGRAJ,UTTAR PRADESH
534101,WEST GODAVARI,ANDHRA PRADESH
327031,BANSWARA,RAJASTHAN
604409,TIRUVANNAMALAI,TAMIL NADU
276143,AZAMGARH,UTTAR PRADESH
431811,NANDED,MAHARASHTRA
271129,GONDA,UTTAR PRADESH
621002,TIRUCHIRAPPALLI,TAMIL NADU
630303,SIVAGANGA,TAMIL NADU
673640,MALAPPURAM,KERALA
722141,BANKURA,WEST BENGAL
225205,BARABANKI,UTTAR PRADESH
173027,SIRMAUR,HIMACHAL PRADESH
271304,GONDA,UTTAR PRADESH
495552,JANJGIR-CHAMPA,CHHATTISGARH
517234,CHITTOOR,ANDHRA PRADESH
522437,GUNTUR,ANDHRA PRADESH
713149,PURBA BARDHAMAN,WEST BENGAL
335064,HANUMANGARH,RAJASTHAN
844116,VAISHALI,BIHAR
803116,GAYA,BIHAR
581384,UTTARA KANNADA,KARNATAKA
743503,24 PARAGANAS SOUTH,WEST BENGAL
416505,KOLHAPUR,MAHARASHTRA
828104,DHANBAD,JHARKHAND
274806,DEORIA,UTTAR PRADESH
495455,KORBA,CHHATTISGARH
246147,PAURI GARHWAL,UTTARAKHAND
431503,JALNA,MAHARASHTRA
627351,TIRUNELVELI,TAMIL NADU
171103,SHIMLA,HIMACHAL PRADESH
272154,SANT KABEER NAGAR,UTTAR PRADESH
711403,HOWRAH,WEST BENGAL
626130,VIRUDHUNAGAR,TAMIL NADU
442104,WARDHA,MAHARASHTRA
497333,SURAJPUR,CHHATTISGARH
627353,TIRUNELVELI,TAMIL NADU
623601,RAMANATHAPURAM,TAMIL NADU
110070,NEW DELHI,DELHI
826003,DHANBAD,JHARKHAND
206252,AURAIYA,UTTAR PRADESH
462120,BHOPAL,MADHYA PRADESH
382315,GANDHINAGAR,GUJARAT
394248,SURAT,GUJARAT
464886,RAISEN,MADHYA PRADESH
609311,MAYILADUTHURAI,TAMIL NADU
804435,GAYA,BIHAR
721442,MEDINIPUR EAST,WEST BENGAL
574103,UDUPI,KARNATAKA
591108,BELAGAVI,KARNATAKA
209625,FARRUKHABAD,UTTAR PRADESH
700161,24 PARAGANAS NORTH,WEST BENGAL
752060,KHORDHA,ODISHA
384412,MAHESANA,GUJARAT
208012,KANPUR NAGAR,UTTAR PRADESH
134107,PANCHKULA,HARYANA
491444,RAJNANDGAON,CHHATTISGARH
151111,BATHINDA,PUNJAB
125053,FATEHABAD,HARYANA
500090,MEDCHAL MALKAJGIRI,TELANGANA
671323,KASARAGOD,KERALA
176089,KANGRA,HIMACHAL PRADESH
721153,MEDINIPUR WEST,WEST BENGAL
638009,ERODE,TAMIL NADU
394541,SURAT,GUJARAT
209121,KANPUR DEHAT,UTTAR PRADESH
160017,CHANDIGARH,CHANDIGARH
332311,SIKAR,RAJASTHAN
391340,VADODARA,GUJARAT
852115,MADHEPURA,BIHAR
416810,SINDHUDURG,MAHARASHTRA
382007,GANDHINAGAR,GUJARAT
575007,DAKSHINA KANNADA,KARNATAKA
673001,KOZHIKODE,KERALA
680614,THRISSUR,KERALA
141801,FATEHGARH SAHIB,PUNJAB
793123,RI BHOI,MEGHALAYA
271821,BAHRAICH,UTTAR PRADESH
360540,JAMNAGAR,GUJARAT
281205,MATHURA,UTTAR PRADESH
454449,DHAR,MADHYA PRADESH
142029,LUDHIANA,PUNJAB
250221,MEERUT,UTTAR PRADESH
415607,RATNAGIRI,MAHARASHTRA
603211,CHENGALPATTU,TAMIL NADU
333305,JHUNJHUNU,RAJASTHAN
614705,THIRUVARUR,TAMIL NADU
464671,RAISEN,MADHYA PRADESH
768200,SAMBALPUR,ODISHA
561208,CHIKKABALLAPURA,KARNATAKA
182122,UDHAMPUR,JAMMU AND KASHMIR
700069,KOLKATA,WEST BENGAL
273403,GORAKHPUR,UTTAR PRADESH
676552,MALAPPURAM,KERALA
678533,PALAKKAD,KERALA
632514,Ranipet,TAMIL NADU
522549,GUNTUR,ANDHRA PRADESH
627426,TIRUNELVELI,TAMIL NADU
577524,CHITRADURGA,KARNATAKA
500011,HYDERABAD,TELANGANA
854317,KATIHAR,BIHAR
591129,BELAGAVI,KARNATAKA
521202,KRISHNA,ANDHRA PRADESH
141103,LUDHIANA,PUNJAB
523169,PRAKASAM,ANDHRA PRADESH
415020,SATARA,MAHARASHTRA
577433,SHIVAMOGGA,KARNATAKA
608704,CUDDALORE,TAMIL NADU
224146,AMBEDKAR NAGAR,UTTAR PRADESH
695601,THIRUVANANTHAPURAM,KERALA
535005,VISAKHAPATANAM,ANDHRA PRADESH
414503,AHMEDNAGAR,MAHARASHTRA
431718,NANDED,MAHARASHTRA
561212,CHIKKABALLAPURA,KARNATAKA
841425,GOPALGANJ,BIHAR
362226,JUNAGADH,GUJARAT
731303,BIRBHUM,WEST BENGAL
206120,AURAIYA,UTTAR PRADESH
174303,UNA,HIMACHAL PRADESH
193303,BARAMULLA,JAMMU AND KASHMIR
756022,BALESHWAR,ODISHA
184151,KATHUA,JAMMU AND KASHMIR
788712,KARIMGANJ,ASSAM
722203,BANKURA,WEST BENGAL
560086,BENGALURU URBAN,KARNATAKA
520002,KRISHNA,ANDHRA PRADESH
609501,THIRUVARUR,TAMIL NADU
413403,SOLAPUR,MAHARASHTRA
607106,CUDDALORE,TAMIL NADU
209503,FARRUKHABAD,UTTAR PRADESH
623120,RAMANATHAPURAM,TAMIL NADU
390012,VADODARA,GUJARAT
785635,JORHAT,ASSAM
476001,MORENA,MADHYA PRADESH
312022,CHITTORGARH,RAJASTHAN
176218,KANGRA,HIMACHAL PRADESH
193122,BARAMULLA,JAMMU AND KASHMIR
209733,KANNAUJ,UTTAR PRADESH
321403,BHARATPUR,RAJASTHAN
695588,THIRUVANANTHAPURAM,KERALA
799202,Khowai,TRIPURA
824207,GAYA,BIHAR
811312,JAMUI,BIHAR
676553,MALAPPURAM,KERALA
242303,SHAHJAHANPUR,UTTAR PRADESH
782448,CACHAR,ASSAM
390021,VADODARA,GUJARAT
629176,KANNIYAKUMARI,TAMIL NADU
767020,BALANGIR,ODISHA
387560,KHEDA,GUJARAT
531026,VISAKHAPATANAM,ANDHRA PRADESH
363020,SURENDRANAGAR,GUJARAT
781340,NALBARI,ASSAM
341021,NAGAUR,RAJASTHAN
342308,JODHPUR,RAJASTHAN
370001,KACHCHH,GUJARAT
422214,NASHIK,MAHARASHTRA
679535,PALAKKAD,KERALA
403109,NORTH GOA,GOA
396001,VALSAD,GUJARAT
764048,MALKANGIRI,ODISHA
416314,SANGLI,MAHARASHTRA
673317,KOZHIKODE,KERALA
457773,JHABUA,MADHYA PRADESH
757075,MAYURBHANJ,ODISHA
761109,GANJAM,ODISHA
171219,SHIMLA,HIMACHAL PRADESH
670334,KANNUR,KERALA
680613,THRISSUR,KERALA
621651,Ariyalur,TAMIL NADU
523111,PRAKASAM,ANDHRA PRADESH
383350,ARVALLI,GUJARAT
400081,MUMBAI SUBURBAN,MAHARASHTRA
786157,TINSUKIA,ASSAM
275105,MAU,UTTAR PRADESH
758001,KENDUJHAR,ODISHA
613205,THANJAVUR,TAMIL NADU
224206,AMBEDKAR NAGAR,UTTAR PRADESH
403114,NORTH GOA,GOA
534210,WEST GODAVARI,ANDHRA PRADESH
248006,DEHRADUN,UTTARAKHAND
700026,KOLKATA,WEST BENGAL
210201,BANDA,UTTAR PRADESH
314804,DUNGARPUR,RAJASTHAN
425001,JALGAON,MAHARASHTRA
502316,MEDAK,TELANGANA
506105,MAHABUBABAD,TELANGANA
570028,MYSURU,KARNATAKA
532123,SRIKAKULAM,ANDHRA PRADESH
151503,MANSA,PUNJAB
533262,EAST GODAVARI,ANDHRA PRADESH
229120,RAE BARELI,UTTAR PRADESH
127031,BHIWANI,HARYANA
221306,BHADOHI,UTTAR PRADESH
481768,MANDLA,MADHYA PRADESH
535128,SRIKAKULAM,ANDHRA PRADESH
852121,MADHEPURA,BIHAR
144629,JALANDHAR,PUNJAB
246278,PAURI GARHWAL,UTTARAKHAND
415621,RATNAGIRI,MAHARASHTRA
305925,AJMER,RAJASTHAN
799284,Dhalai,TRIPURA
262540,PITHORAGARH,UTTARAKHAND
591314,BELAGAVI,KARNATAKA
177042,HAMIRPUR,HIMACHAL PRADESH
233231,GHAZIPUR,UTTAR PRADESH
492004,RAIPUR,CHHATTISGARH
700053,KOLKATA,WEST BENGAL
577124,CHIKKAMAGALURU,KARNATAKA
517235,CHITTOOR,ANDHRA PRADESH
304001,TONK,RAJASTHAN
516474,Y.S.R.,ANDHRA PRADESH
395023,SURAT,GUJARAT
635305,DHARMAPURI,TAMIL NADU
516163,Y.S.R.,ANDHRA PRADESH
333502,JHUNJHUNU,RAJASTHAN
632406,Ranipet,TAMIL NADU
522265,GUNTUR,ANDHRA PRADESH
680590,THRISSUR,KERALA
232325,GHAZIPUR,UTTAR PRADESH
628622,TUTICORIN,TAMIL NADU
575015,DAKSHINA KANNADA,KARNATAKA
758041,KENDUJHAR,ODISHA
585419,BIDAR,KARNATAKA
834010,RANCHI,JHARKHAND
784528,UDALGURI,ASSAM
732125,MALDAH,WEST BENGAL
210505,HAMIRPUR,UTTAR PRADESH
206246,AURAIYA,UTTAR PRADESH
284419,JHANSI,UTTAR PRADESH
535126,VIZIANAGARAM,ANDHRA PRADESH
606807,TIRUVANNAMALAI,TAMIL NADU
174021,BILASPUR,HIMACHAL PRADESH
766001,KALAHANDI,ODISHA
243122,BAREILLY,UTTAR PRADESH
685507,IDUKKI,KERALA
271845,SHRAVASTI,UTTAR PRADESH
641407,COIMBATORE,TAMIL NADU
131024,SONIPAT,HARYANA
326038,JHALAWAR,RAJASTHAN
581206,DHARWAD,KARNATAKA
591119,BELAGAVI,KARNATAKA
412208,PUNE,MAHARASHTRA
811211,BHAGALPUR,BIHAR
282008,AGRA,UTTAR PRADESH
628102,TUTICORIN,TAMIL NADU
571426,MANDYA,KARNATAKA
845454,PASHCHIM CHAMPARAN,BIHAR
190018,Budgam,JAMMU AND KASHMIR
624704,DINDIGUL,TAMIL NADU
690559,ALAPPUZHA,KERALA
456770,UJJAIN,MADHYA PRADESH
389110,Mahisagar,GUJARAT
474001,GWALIOR,MADHYA PRADESH
607203,VILLUPURAM,TAMIL NADU
671321,KASARAGOD,KERALA
743262,24 PARAGANAS NORTH,WEST BENGAL
383225,SABAR KANTHA,GUJARAT
811317,JAMUI,BIHAR
560024,BENGALURU URBAN,KARNATAKA
509001,MAHABUBNAGAR,TELANGANA
732102,MALDAH,WEST BENGAL
457226,RATLAM,MADHYA PRADESH
680688,THRISSUR,KERALA
142011,MOGA,PUNJAB
176316,CHAMBA,HIMACHAL PRADESH
247341,SAHARANPUR,UTTAR PRADESH
490025,DURG,CHHATTISGARH
518523,KURNOOL,ANDHRA PRADESH
524303,SPSR NELLORE,ANDHRA PRADESH
636902,DHARMAPURI,TAMIL NADU
685582,IDUKKI,KERALA
614723,THANJAVUR,TAMIL NADU
761018,GANJAM,ODISHA
791118,KRA DAADI,ARUNACHAL PRADESH
246483,CHAMOLI,UTTARAKHAND
230301,PRATAPGARH,UTTAR PRADESH
307027,SIROHI,RAJASTHAN
500027,HYDERABAD,TELANGANA
341023,NAGAUR,RAJASTHAN
332714,SIKAR,RAJASTHAN
582202,GADAG,KARNATAKA
415411,SANGLI,MAHARASHTRA
680684,THRISSUR,KERALA
683571,ERNAKULAM,KERALA
799212,West Tripura,TRIPURA
784111,SONITPUR,ASSAM
413212,SOLAPUR,MAHARASHTRA
415207,SATARA,MAHARASHTRA
503225,NIZAMABAD,TELANGANA
174311,HAMIRPUR,HIMACHAL PRADESH
504203,Nirmal,TELANGANA
824205,GAYA,BIHAR
828133,DHANBAD,JHARKHAND
249408,HARIDWAR,UTTARAKHAND
387530,ANAND,GUJARAT
621311,KARUR,TAMIL NADU
110040,NORTH WEST,DELHI
176210,KANGRA,HIMACHAL PRADESH
792120,CHANGLANG,ARUNACHAL PRADESH
509110,MAHABUBNAGAR,TELANGANA
793102,RI BHOI,MEGHALAYA
606904,TIRUVANNAMALAI,TAMIL NADU
143412,Tarn Taran,PUNJAB
686653,KOTTAYAM,KERALA
721130,MEDINIPUR EAST,WEST BENGAL
284001,JHANSI,UTTAR PRADESH
755061,KENDRAPARA,ODISHA
274602,DEORIA,UTTAR PRADESH
712416,HOOGHLY,WEST BENGAL
798603,MON,NAGALAND
845305,PURBI CHAMPARAN,BIHAR
504294,KUMURAM BHEEM ASIFABAD,TELANGANA
331302,CHURU,RAJASTHAN
396235,DADRA AND NAGAR HAVELI,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU
679121,PALAKKAD,KERALA
803113,NALANDA,BIHAR
410220,RAIGAD,MAHARASHTRA
523274,PRAKASAM,ANDHRA PRADESH
204215,HATHRAS,UTTAR PRADESH
387330,KHEDA,GUJARAT
788162,HAILAKANDI,ASSAM
691535,KOLLAM,KERALA
573162,HASSAN,KARNATAKA
523110,PRAKASAM,ANDHRA PRADESH
577431,SHIVAMOGGA,KARNATAKA
783120,GOALPARA,ASSAM
360470,RAJKOT,GUJARAT
852101,MADHEPURA,BIHAR
690540,KOLLAM,KERALA
735133,JALPAIGURI,WEST BENGAL
742201,MURSHIDABAD,WEST BENGAL
192125,ANANTNAG,JAMMU AND KASHMIR
500095,HYDERABAD,TELANGANA
824211,GAYA,BIHAR
273003,GORAKHPUR,UTTAR PRADESH
518464,KURNOOL,ANDHRA PRADESH
521245,KRISHNA,ANDHRA PRADESH
501501,RANGA REDDY,TELANGANA
767030,BALANGIR,ODISHA
395006,SURAT,GUJARAT
301408,ALWAR,RAJASTHAN
486115,REWA,MADHYA PRADESH
400066,MUMBAI SUBURBAN,MAHARASHTRA
518508,KURNOOL,ANDHRA PRADESH
532213,SRIKAKULAM,ANDHRA PRADESH
848117,SAMASTIPUR,BIHAR
673507,KOZHIKODE,KERALA
671315,KASARAGOD,KERALA
571811,MANDYA,KARNATAKA
782137,NAGAON,ASSAM
757026,MAYURBHANJ,ODISHA
494553,DANTEWADA,CHHATTISGARH
524239,SPSR NELLORE,ANDHRA PRADESH
534320,WEST GODAVARI,ANDHRA PRADESH
495687,JANJGIR-CHAMPA,CHHATTISGARH
174033,BILASPUR,HIMACHAL PRADESH
383460,SABAR KANTHA,GUJARAT
201318,GAUTAM BUDDHA NAGAR,UTTAR PRADESH
380016,AHMADABAD,GUJARAT
224234,AMBEDKAR NAGAR,UTTAR PRADESH
388465,ANAND,GUJARAT
382220,AHMADABAD,GUJARAT
422622,AHMEDNAGAR,MAHARASHTRA
605752,VILLUPURAM,TAMIL NADU
788001,CACHAR,ASSAM
686004,KOTTAYAM,KERALA
851112,BEGUSARAI,BIHAR
517172,CHITTOOR,ANDHRA PRADESH
731245,BIRBHUM,WEST BENGAL
671316,KASARAGOD,KERALA
400604,THANE,MAHARASHTRA
243501,BAREILLY,UTTAR PRADESH
206002,ETAWAH,UTTAR PRADESH
591221,BELAGAVI,KARNATAKA
695013,THIRUVANANTHAPURAM,KERALA
303120,JAIPUR,RAJASTHAN
431712,HINGOLI,MAHARASHTRA
492099,RAIPUR,CHHATTISGARH
284203,JHANSI,UTTAR PRADESH
414304,AHMEDNAGAR,MAHARASHTRA
571250,KODAGU,KARNATAKA
788102,CACHAR,ASSAM
462039,BHOPAL,MADHYA PRADESH
523369,PRAKASAM,ANDHRA PRADESH
627862,TENKASI,TAMIL NADU
713337,PASCHIM BARDHAMAN,WEST BENGAL
481331,BALAGHAT,MADHYA PRADESH
834006,RANCHI,JHARKHAND
841205,SARAN,BIHAR
756111,BALESHWAR,ODISHA
275205,GHAZIPUR,UTTAR PRADESH
585290,YADGIR,KARNATAKA
713203,PASCHIM BARDHAMAN,WEST BENGAL
770039,SUNDARGARH,ODISHA
124113,ROHTAK,HARYANA
788098,CACHAR,ASSAM
328024,DHOLPUR,RAJASTHAN
174034,BILASPUR,HIMACHAL PRADESH
854326,PURNIA,BIHAR
305024,AJMER,RAJASTHAN
606808,TIRUVANNAMALAI,TAMIL NADU
442914,CHANDRAPUR,MAHARASHTRA
636307,SALEM,TAMIL NADU
638656,ERODE,TAMIL NADU
470337,SAGAR,MADHYA PRADESH
801109,PATNA,BIHAR
586125,BAGALKOTE,KARNATAKA
455116,DEWAS,MADHYA PRADESH
700095,KOLKATA,WEST BENGAL
517506,CHITTOOR,ANDHRA PRADESH
382350,AHMADABAD,GUJARAT
814112,DEOGHAR,JHARKHAND
695124,THIRUVANANTHAPURAM,KERALA
625524,THENI,TAMIL NADU
613701,THIRUVARUR,TAMIL NADU
636015,SALEM,TAMIL NADU
712613,HOOGHLY,WEST BENGAL
210424,MAHOBA,UTTAR PRADESH
629165,KANNIYAKUMARI,TAMIL NADU
848102,SAMASTIPUR,BIHAR
140103,S.A.S Nagar,PUNJAB
590001,BELAGAVI,KARNATAKA
752093,NAYAGARH,ODISHA
673029,KOZHIKODE,KERALA
508112,YADADRI BHUVANAGIRI,TELANGANA
322211,SAWAI MADHOPUR,RAJASTHAN
766003,KALAHANDI,ODISHA
794105,WEST GARO HILLS,MEGHALAYA
793004,EAST KHASI HILLS,MEGHALAYA
583225,BALLARI,KARNATAKA
302006,JAIPUR,RAJASTHAN
389330,PANCH MAHALS,GUJARAT
182301,REASI,JAMMU AND KASHMIR
506348,JAYASHANKAR BHUPALAPALLY,TELANGANA
209311,KANPUR DEHAT,UTTAR PRADESH
388365,ANAND,GUJARAT
431722,NANDED,MAHARASHTRA
625540,THENI,TAMIL NADU
360490,JAMNAGAR,GUJARAT
785690,CHARAIDEO,ASSAM
752012,PURI,ODISHA
847402,MADHUBANI,BIHAR
483442,KATNI,MADHYA PRADESH
394633,TAPI,GUJARAT
365440,AMRELI,GUJARAT
486885,SINGRAULI,MADHYA PRADESH
500102,RANGA REDDY,TELANGANA
591233,BELAGAVI,KARNATAKA
620015,TIRUCHIRAPPALLI,TAMIL NADU
517132,CHITTOOR,ANDHRA PRADESH
591302,BELAGAVI,KARNATAKA
614211,THANJAVUR,TAMIL NADU
493113,BALODA BAZAR,CHHATTISGARH
244301,SAMBHAL,UTTAR PRADESH
134109,PANCHKULA,HARYANA
534134,WEST GODAVARI,ANDHRA PRADESH
641602,TIRUPPUR,TAMIL NADU
283119,AGRA,UTTAR PRADESH
624403,DINDIGUL,TAMIL NADU
281502,MATHURA,UTTAR PRADESH
793010,EAST KHASI HILLS,MEGHALAYA
680691,THRISSUR,KERALA
466446,SEHORE,MADHYA PRADESH
679123,PALAKKAD,KERALA
416223,KOLHAPUR,MAHARASHTRA
636103,SALEM,TAMIL NADU
362227,JUNAGADH,GUJARAT
691012,KOLLAM,KERALA
761026,GANJAM,ODISHA
173236,SOLAN,HIMACHAL PRADESH
302002,JAIPUR,RAJASTHAN
781304,NALBARI,ASSAM
323615,BUNDI,RAJASTHAN
332703,SIKAR,RAJASTHAN
400086,MUMBAI SUBURBAN,MAHARASHTRA
212656,FATEHPUR,UTTAR PRADESH
689698,PATHANAMTHITTA,KERALA
610206,THIRUVARUR,TAMIL NADU
143533,GURDASPUR,PUNJAB
754210,KENDRAPARA,ODISHA
415708,RATNAGIRI,MAHARASHTRA
845105,PASHCHIM CHAMPARAN,BIHAR
761019,GANJAM,ODISHA
146106,HOSHIARPUR,PUNJAB
642205,COIMBATORE,TAMIL NADU
623701,RAMANATHAPURAM,TAMIL NADU
600012,CHENNAI,TAMIL NADU
423402,NASHIK,MAHARASHTRA
572217,TUMAKURU,KARNATAKA
144205,HOSHIARPUR,PUNJAB
573201,HASSAN,KARNATAKA
212664,FATEHPUR,UTTAR PRADESH
302018,JAIPUR,RAJASTHAN
383255,SABAR KANTHA,GUJARAT
581306,UTTARA KANNADA,KARNATAKA
508210,NALGONDA,TELANGANA
415717,RATNAGIRI,MAHARASHTRA
471101,CHHATARPUR,MADHYA PRADESH
581320,UTTARA KANNADA,KARNATAKA
781137,KAMRUP,ASSAM
322704,SAWAI MADHOPUR,RAJASTHAN
581207,DHARWAD,KARNATAKA
262728,KHERI,UTTAR PRADESH
612904,Ariyalur,TAMIL NADU
671551,KASARAGOD,KERALA
173225,SOLAN,HIMACHAL PRADESH
224230,AMBEDKAR NAGAR,UTTAR PRADESH
425504,JALGAON,MAHARASHTRA
626103,VIRUDHUNAGAR,TAMIL NADU
212503,PRAYAGRAJ,UTTAR PRADESH
140108,RUPNAGAR,PUNJAB
263132,NAINITAL,UTTARAKHAND
523180,PRAKASAM,ANDHRA PRADESH
532219,SRIKAKULAM,ANDHRA PRADESH
722208,BANKURA,WEST BENGAL
606103,CUDDALORE,TAMIL NADU
332603,SIKAR,RAJASTHAN
627418,TENKASI,TAMIL NADU
502032,SANGAREDDY,TELANGANA
761215,GAJAPATI,ODISHA
411005,PUNE,MAHARASHTRA
522237,GUNTUR,ANDHRA PRADESH
841223,SARAN,BIHAR
503309,KAMAREDDY,TELANGANA
247554,SAHARANPUR,UTTAR PRADESH
444505,WASHIM,MAHARASHTRA
603103,CHENGALPATTU,TAMIL NADU
144509,Shahid Bhagat Singh Nagar,PUNJAB
591222,BELAGAVI,KARNATAKA
143603,AMRITSAR,PUNJAB
577436,SHIVAMOGGA,KARNATAKA
623605,RAMANATHAPURAM,TAMIL NADU
233223,GHAZIPUR,UTTAR PRADESH
246165,PAURI GARHWAL,UTTARAKHAND
491666,RAJNANDGAON,CHHATTISGARH
683521,ERNAKULAM,KERALA
384225,PATAN,GUJARAT
144409,JALANDHAR,PUNJAB
232118,CHANDAULI,UTTAR PRADESH
690512,ALAPPUZHA,KERALA
721626,MEDINIPUR EAST,WEST BENGAL
431121,AURANGABAD,MAHARASHTRA
591238,BELAGAVI,KARNATAKA
403104,NORTH GOA,GOA
332305,SIKAR,RAJASTHAN
431715,NANDED,MAHARASHTRA
444803,AMRAVATI,MAHARASHTRA
580003,DHARWAD,KARNATAKA
603105,CHENGALPATTU,TAMIL NADU
713333,PASCHIM BARDHAMAN,WEST BENGAL
273404,GORAKHPUR,UTTAR PRADESH
131409,SONIPAT,HARYANA
431135,AURANGABAD,MAHARASHTRA
480337,CHHINDWARA,MADHYA PRADESH
609702,NAGAPATTINAM,TAMIL NADU
612301,THANJAVUR,TAMIL NADU
621718,Ariyalur,TAMIL NADU
194102,KARGIL,LADAKH
261401,SITAPUR,UTTAR PRADESH
332709,SIKAR,RAJASTHAN
389175,DOHAD,GUJARAT
802135,BUXAR,BIHAR
624201,DINDIGUL,TAMIL NADU
841239,SIWAN,BIHAR
362263,JUNAGADH,GUJARAT
768222,SAMBALPUR,ODISHA
627761,TENKASI,TAMIL NADU
621702,TIRUCHIRAPPALLI,TAMIL NADU
480110,CHHINDWARA,MADHYA PRADESH
312613,CHITTORGARH,RAJASTHAN
680553,THRISSUR,KERALA
631304,THIRUVALLUR,TAMIL NADU
581362,UTTARA KANNADA,KARNATAKA
682031,ERNAKULAM,KERALA
624303,DINDIGUL,TAMIL NADU
804401,ARWAL,BIHAR
796230,AIZAWL,MIZORAM
416521,SINDHUDURG,MAHARASHTRA
621731,Ariyalur,TAMIL NADU
631209,THIRUVALLUR,TAMIL NADU
825314,RAMGARH,JHARKHAND
413222,SOLAPUR,MAHARASHTRA
835208,GUMLA,JHARKHAND
392001,BHARUCH,GUJARAT
312622,CHITTORGARH,RAJASTHAN
751007,KHORDHA,ODISHA
342015,JODHPUR,RAJASTHAN
679326,MALAPPURAM,KERALA
262580,CHAMPAWAT,UTTARAKHAND
493118,BALODA BAZAR,CHHATTISGARH
682024,ERNAKULAM,KERALA
141001,LUDHIANA,PUNJAB
721404,MEDINIPUR EAST,WEST BENGAL
571444,CHAMARAJANAGARA,KARNATAKA
394345,SURAT,GUJARAT
757048,MAYURBHANJ,ODISHA
781337,NALBARI,ASSAM
799250,North Tripura,TRIPURA
384325,MAHESANA,GUJARAT
415714,RATNAGIRI,MAHARASHTRA
786005,DIBRUGARH,ASSAM
127025,CHARKI DADRI,HARYANA
241405,HARDOI,UTTAR PRADESH
411034,PUNE,MAHARASHTRA
521185,KRISHNA,ANDHRA PRADESH
591313,BELAGAVI,KARNATAKA
812002,BHAGALPUR,BIHAR
851212,KHAGARIA,BIHAR
678651,PALAKKAD,KERALA
475110,GWALIOR,MADHYA PRADESH
629501,KANNIYAKUMARI,TAMIL NADU
494111,SUKMA,CHHATTISGARH
505101,KARIMNAGAR,TELANGANA
621008,TIRUCHIRAPPALLI,TAMIL NADU
505504,JAYASHANKAR BHUPALAPALLY,TELANGANA
755015,JAJAPUR,ODISHA
683514,ERNAKULAM,KERALA
142001,MOGA,PUNJAB
201206,GHAZIABAD,UTTAR PRADESH
752002,PURI,ODISHA
721405,MEDINIPUR EAST,WEST BENGAL
768108,DEOGARH,ODISHA
828203,DHANBAD,JHARKHAND
573142,HASSAN,KARNATAKA
517305,CHITTOOR,ANDHRA PRADESH
673313,KANNUR,KERALA
700044,KOLKATA,WEST BENGAL
534003,WEST GODAVARI,ANDHRA PRADESH
331517,CHURU,RAJASTHAN
591315,BELAGAVI,KARNATAKA
673602,KOZHIKODE,KERALA
591107,BELAGAVI,KARNATAKA
231206,SONBHADRA,UTTAR PRADESH
203408,BULANDSHAHR,UTTAR PRADESH
110038,NEW DELHI,DELHI
781122,KAMRUP,ASSAM
636351,SALEM,TAMIL NADU
370510,KACHCHH,GUJARAT
192221,ANANTNAG,JAMMU AND KASHMIR
466331,SEHORE,MADHYA PRADESH
621107,PERAMBALUR,TAMIL NADU
191131,GANDERBAL,JAMMU AND KASHMIR
607005,CUDDALORE,TAMIL NADU
577430,SHIVAMOGGA,KARNATAKA
